1280,ASUS P8Z77-V PRO/THUNDERBOLT,1155
1295,MSI Z97 GAMING 5 (MS-7917),1150
1297,Micro-Star X370 GAMING PRO CARBON (MS-7A32),AM4
1298,ASUS SABERTOOTH Z97 MARK S,1150
1299,NVIDIA Z270 GAMING PRO CARBON (MS-7A63),1151
1300,Gigabyte Z77X-UP5 TH-CF,1155
1303,ASUS MAXIMUS VII GENE,1150
1310,ASUS MAXIMUS IX EXTREME,1151
1311,Micro-Star Z370 GAMING M5 (MS-7B58),1151
1312,ASRock X99 Taichi,2011-3
1315,ASUS M5A99FX PRO R2.0,AM3+
1318,MSI Z97A GAMING 7 (MS-7916),1150
1320,ASRock X399M Taichi,TR4
1323,EVGA 134-KS-E279,1151
1324,ASUS MAXIMUS VIII GENE,1151
1327,Gigabyte Z270X-Ultra Gaming-CF,1151
1329,MSI Z170I GAMING PRO AC (MS-7980),1151
1330,Gigabyte Z68X-UD3H-B3,1155
1331,NVIDIA Z97 GAMING 3 (MS-7918),1150
1338,MSI X99A XPOWER GAMING TITANIUM (MS-7A21),2011-3
1345,NVIDIA Z87-G45 GAMING (MS-7821),1150
1351,ASUS PRIME Z270-AR,1151
1352,MSI Z68A-GD65 (MS-7681),1155
1353,Gigabyte AB350M-Gaming 3-CF,AM4
1363,EVGA 142-SS-E178,1151
1367,NVIDIA Z170A GAMING M3 (MS-7978),1151
1368,Micro-Star B350 GAMING PRO CARBON (MS-7B00),AM4
1377,MSI Creator TRX40 (MS-7C59),sTRX4
1378,MSI Z270 GAMING M6 AC (MS-7A78),1151
1380,ASUS STRIX Z270I GAMING,1151
1382,ASUS MAXIMUS VI FORMULA,1150
1386,MSI Z87 MPOWER (MS-7818),1150
1388,Gigabyte X79-UP4,2011
1390,Gigabyte B450 AORUS M,AM4
1393,Gigabyte Z370 AORUS Gaming WIFI-CF,1151
1394,MSI X99A GODLIKE GAMING (MS-7883),2011-3
1396,ASUS Z170 PRO GAMING/AURA,1151
1404,ASUS Z87-PRO,1150
1411,MSI Z87-GD65 GAMING (MS-7845),1150
1412,ASUS PRIME X370-PRO,AM4
1415,Micro-Star X370 XPOWER GAMING TITANIUM (MS-7A31),AM4
1417,Gigabyte X99P-SLI-CF,2011-3
1418,ASUS RAMPAGE IV FORMULA,2011
1421,ASUS MAXIMUS VI IMPACT,1150
1425,NVIDIA X99A SLI Krait Edition (MS-7885),2011-3
1429,ASUS MAXIMUS V GENE,1155
1430,ASUS MAXIMUS VIII EXTREME,1151
1432,MSI Z170A GAMING PRO CARBON (MS-7A12),1151
1433,ASRock Z170M Extreme4,1151
1435,ASUS ROG STRIX Z370-G GAMING,1151
1436,MSI Z77A-GD55 (MS-7751),1155
1439,Gigabyte Z270X-Gaming 5,1151
1440,ASRock Z270M-ITX/ac,1151
1441,ASUS P8Z77-V DELUXE,1155
1447,ASUS MAXIMUS VI HERO,1150
1448,MSI Big Bang-XPower (MS-7666),1366
1453,ASRock X370 Professional Gaming,AM4
1461,ASRock Z390 Taichi Ultimate,1151
1463,Gigabyte AB350-Gaming 3-CF,AM4
1465,ASUS TUF Z370-PLUS GAMING,1151
1466,EVGA 132-KS-E277,1151
1470,NVIDIA Z170A MPOWER GAMING TITANIUM(MS-7A16),1151
1476,MSI X370 GAMING PRO CARBON (MS-7A32),AM4
1479,ASUS SABERTOOTH Z97 MARK 1/USB 3.1,1150
1481,ASRock X370 Killer SLI/ac,AM4
1484,ASUS P6X58D-E,1366
1490,Supermicro X9DAi,2011
1491,ASRock H170 Performance,1151
1496,Gigabyte Z97X-Gaming 7,1150
1502,ASUS Z87-DELUXE,1150
1504,ASRock Z270 Pro4,1151
1505,ASUS TUF B350M-PLUS GAMING,AM4
1506,Gigabyte Z97MX-Gaming 5,1150
1507,ASUS Maximus IV Extreme-Z,1155
1514,EVGA 111-SS-E172,1151
1516,ASUS X99-PRO,2011-3
1517,Micro-Star X299 SLI PLUS (MS-7A93),2066
1518,NVIDIA Z87 MPOWER (MS-7818),1150
1525,ASRock Z97 Killer,1150
1533,MSI Z77A-G45 (MS-7752),1155
1538,Gigabyte Z170MX-Gaming 5,1151
1539,ASUS P8Z77-V PRO,1155
1540,ASUS X99-E WS/USB 3.1,2011-3
1543,ASRock Z170 Extreme6,1151
1544,ASUS P6T DELUXE V2,1366
1547,ASUS P8Z77-V,1155
1548,ASUS ROG CROSSHAIR VI HERO (WI-FI AC),AM4
1559,ASUS Z97-A-USB31,1150
1561,ASUS TUF X299 MARK 1,2066
1564,ASUS PRIME B350M-A,AM4
1566,MSI Z270I CORSAIR ONE (MS-7A66),1151
1570,ASUS MAXIMUS VII FORMULA,1150
1571,Gigabyte Z270MX-Gaming5,1151
1573,EVGA 121-BL-E756,1366
1583,MSI Z270 GAMING M3 (MS-7A62),1151
1589,ASUS P9X79 LE,2011
1595,Gigabyte Z270P-D3-CF,1151
1596,Gigabyte AX370-Gaming K5-CF,AM4
1598,MSI Z97S SLI Krait Edition (MS-7922),1150
1600,ASUS P6X58D PREMIUM,1366
1603,ASUS MAXIMUS VI EXTREME,1150
1604,Gigabyte Z97X-UD3H-CF,1150
1606,Gigabyte Z170X-UD3-CF,1151
1607,ASRock Z87 Pro3,1150
1612,NVIDIA Z270 GAMING M6 AC (MS-7A78),1151
1613,ASUS P8Z68-V PRO GEN3,1155
1618,ASUSTeK ROG STRIX Z370-G GAMING,1151
1624,ASRock Z170 Pro4S,1151
1634,Gigabyte H97-D3H-CF,1150
1637,Micro-Star X399 GAMING PRO CARBON AC (MS-7B09),TR4
1638,ASRock X99 Extreme11,2011-3
1641,MSI Z170A KRAIT GAMING 3X (MS-7A11),1151
1642,MSI Z77 MPower (MS-7751),1155
1646,NVIDIA R370 XPOWER GAMING TITANIUM (MS-7A31),AM4
1655,ASUS WS X299 SAGE,2066
1657,EVGA 134-KS-E377,1151
1660,ASUS RAMPAGE III BLACK EDITION,1366
1662,MSI Z170-A PRO (MS-7971),1151
1665,ASUS P9X79 WS,2011
1669,ASRock Z170 OC Formula,1151
1675,ASUS SABERTOOTH Z97 MARK 1,1150
1676,ASUS H97-PLUS,1150
1677,ASUS B150 PRO GAMING D3,AM4
1681,NVIDIA Z170A GAMING M5 (MS-7977),1151
1682,ASUS Z10PE-D8 WS,2011-3
1685,ASRock Z390 Phantom Gaming 4-CB,1151
1686,ASUS MAXIMUS VII RANGER,1150
1691,MSI Z77A-GD65 (MS-7751),1155
1692,Micro-Star B350 TOMAHAWK (MS-7A34),AM4
1693,ASUS X99-PRO/USB 3.1,2011-3
1705,ASUS PRIME B350-PLUS,AM4
1712,Gigabyte Z170XP-SLI-CF,1151
1713,ASUS GRYPHON Z87,1150
1715,Gigabyte Z87X-D3H-CF,1150
1716,Gigabyte X570 UD,AM4
1718,MSI X470 GAMING PRO (MS-7B79),AM4
1728,ASRock X299 Taichi,2066
1729,ASUSTeK Z170-AR,1151
1730,Gigabyte Z270X-DESIGNARE-CF,1151
1731,MSI MPG Z390I GAMING EDGE AC (MS-7C04),1151
1735,ASRock X99M Killer/3.1,2011-3
1736,ASRock Z170M OC Formula,1151
1739,NVIDIA Z270 SLI PLUS (MS-7A59),1151
1742,ASUS SABERTOOTH X58,1366
1743,NVIDIA Z77 MPower (MS-7751),1155
1749,ASUS X99-M WS,2011-3
1755,ASRock Z270 Extreme4,1151
1758,MSI Z170A-G45 GAMING (MS-7977),1151
1760,ASRock Z270 SuperCarrier,1151
1761,ASRock Z370 Pro4,1151
1763,ASRock Z170 Extreme4,1151
1768,Gigabyte G1.Sniper 3,1155
1773,MSI Z68A-GD65 (G3) (MS-7681),1155
1786,Gigabyte X99-Gaming 5P,2011-3
1788,MSI Z270 SLI PLUS (MS-7A59),1151
1790,ASUS P8P67 WS REVOLUTION,1155
1791,ASUS P9X79,2011
1799,ASUS ROG STRIX B450-E GAMING,AM4
1809,MSI Z170A KRAIT GAMING (MS-7984),1151
1810,NVIDIA Z270-A PRO (MS-7A71),1151
1817,Gigabyte Z270X-Gaming K7,1151
1824,ASRock Z270 Killer SLI/ac,1151
1825,EVGA 111-KS-E272,1151
1828,NVIDIA X99A RAIDER (MS-7885),2011-3
1831,ASRock X470 Gaming-ITX/ac,AM4
1832,ASUS Z97-C,1150
1834,ASUS Rampage II GENE,1366
1835,ASUS P8Z68-V GEN3,1155
1838,Gigabyte Z77X-UP4 TH,1155
1839,NVIDIA Z370 GAMING PRO CARBON (MS-7B45),1151
1842,ASUS WS X299 PRO_SE,2066
1845,ASRock Z370 Gaming-ITX/ac,1151
1846,MSI Z87-G45 GAMING (MS-7821),1150
1853,EVGA 152-HR-E979,1150
1861,Micro-Star X299 TOMAHAWK (MS-7B05),2066
1864,ASRock Z370 Killer SLI/ac,1151
1873,ASUS Z97-PRO(Wi-Fi ac),1150
1877,ASRock X79 Professional,2011
1879,Micro-Star X299 XPOWER GAMING AC (MS-7A91),2066
1880,Gigabyte Z170X-Gaming 5,1151
1882,EVGA X58 SLI Classified,1366
1890,MSI Z97I GAMING ACK (MS-7920),1150
1891,ASUS PRIME B250M-K,1151
1892,ASUS Z87-A,1150
1898,MSI X99A GODLIKE GAMING CARBON (MS-7883),2011-33
